Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity,Hour,Time_period
9:01:00,Wednesday,18-30,Male,Junior high school,Employee,2-5yr,Public (12 seats),Owner,1-2yr,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Passenger,Male,Under 18,3,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury,9,Morning
15:46:00,Thursday,31-50,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,1-2yr,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,15,Afternoon
15:46:00,Thursday,31-50,Male,Junior high school,Employee,Above 10yr,Public (12 seats),Owner,2-5yrs,No defect,Other,other,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,1,1,Going straight,Passenger,Female,31-50,3,Unknown,Unknown,Not a Pedestrian,Changing lane to the right,Serious Injury,15,Afternoon
20:10:00,Saturday,Under 18,Male,Junior high school,Employee,Below 1yr,Lorry (41?100Q),Owner,Unknown,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,Unknown,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,31-50,2,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,20,Evening
21:46:00,Wednesday,31-50,Female,Junior high school,Owner,Above 10yr,Other,Owner,Unknown,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,2,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,21,Night
21:46:00,Wednesday,18-30,Male,High school,Other,Above 10yr,Lorry (41?100Q),Owner,Unknown,No defect,Office areas,Double carriageway (median),Gentle horizontal curve,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,2,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury,21,Night
21:20:00,Saturday,Under 18,Male,Junior high school,Employee,5-10yr,Unknown,Owner,Unknown,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,Unknown,Asphalt roads,Wet or damp,Daylight,Normal,Rollover,1,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury,21,Night
21:20:00,Saturday,Under 18,Male,Elementary school,Unknown,Unknown,Public (> 45 seats),Organization,Unknown,No defect,Other,Double carriageway (median),Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Darkness - lights lit,Unknown,Rollover,1,2,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,Serious Injury,21,Night
5:49:00,Tuesday,Under 18,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Earth roads,Dry,Darkness - lights lit,Unknown,Collision with pedestrians,1,2,Going straight,Driver or rider,Male,18-30,2,Unknown,Unknown,Not a Pedestrian,No distancing,Serious Injury,5,Morning
5:49:00,Tuesday,Under 18,Male,Junior high school,Employee,5-10yr,Other,Owner,Unknown,No defect,Office areas,Unknown,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Turnover,Passenger,Female,Under 18,3,Driver,Normal,Not a Pedestrian,Overturning,Slight Injury,5,Morning
5:49:00,Tuesday,18-30,Male,Junior high school,Owner,Below 1yr,Other,Governmental,Unknown,Unknown,Office areas,One way,Tangent road with flat terrain,Unknown,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Unknown,na,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,5,Morning
9:35:00,Monday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,Unknown,Other,Undivided Two way,Tangent road with flat terrain,Unknown,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Reversing,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,9,Morning
9:35:00,Monday,31-50,Male,Elementary school,Employee,2-5yr,Lorry (41?100Q),Owner,Unknown,Unknown,Residential areas,Unknown,Tangent road with flat terrain,Unknown,Asphalt roads,Wet or damp,Daylight,Normal,Collision with pedestrians,1,1,Other,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,9,Morning
18:39:00,Wednesday,Unknown,Male,Junior high school,Owner,2-5yr,Pick up upto 10Q,Owner,2-5yrs,No defect,Residential areas,Two-way (divided with broken lines road marking),Gentle horizontal curve,Unknown,Earth roads,Dry,Daylight,Normal,Collision with pedestrians,1,1,Going straight,Pedestrian,Female,18-30,3,Driver,Normal,Unknown or other,Changing lane to the right,Serious Injury,18,Evening
18:39:00,Wednesday,Under 18,Male,Elementary school,Employee,2-5yr,Automobile,Owner,5-10yrs,Unknown,Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Changing lane to the left,Serious Injury,18,Evening
16:00:00,Wednesday,Over 51,Male,Junior high school,Owner,2-5yr,Unknown,Owner,5-10yrs,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Turnover,Driver or rider,Male,18-30,3,Unknown,Unknown,Not a Pedestrian,No distancing,Fatal injury,16,Afternoon
16:00:00,Wednesday,18-30,Male,Junior high school,Employee,Above 10yr,Other,Owner,Unknown,Unknown,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Other,Pedestrian,Male,18-30,3,Self-employed,Normal,Unknown or other,No priority to pedestrian,Fatal injury,16,Afternoon
13:09:00,Tuesday,31-50,Male,Junior high school,Employee,2-5yr,Automobile,Owner,2-5yrs,Unknown,Other,Undivided Two way,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,3,2,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Fatal injury,13,Afternoon
13:09:00,Tuesday,Over 51,Male,Junior high school,Employee,1-2yr,Stationwagen,Owner,2-5yrs,Unknown,Residential areas,Undivided Two way,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Going straight,Driver or rider,Female,18-30,3,Unknown,Unknown,Not a Pedestrian,No distancing,Fatal injury,13,Afternoon
20:30:00,Friday,Unknown,Male,Junior high school,Employee,2-5yr,Other,Owner,2-5yrs,Unknown,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,1,Other,na,na,na,na,Unknown,Unknown,Not a Pedestrian,Driving carelessly,Slight Injury,20,Evening
20:30:00,Friday,Under 18,Male,Junior high school,Employee,1-2yr,Unknown,Owner,5-10yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,Under 18,3,Driver,Normal,Crossing from driver's nearside,Driving carelessly,Serious Injury,20,Evening
19:00:00,Friday,Over 51,Male,Junior high school,Employee,5-10yr,Ridden horse,Unknown,Unknown,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Turnover,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Moving Backward,Serious Injury,19,Evening
12:40:00,Saturday,Unknown,Male,Junior high school,Employee,5-10yr,Unknown,Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,Unknown,Other,Dry,Daylight,Normal,Collision with roadside objects,3,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Overtaking,Slight Injury,12,Afternoon
18:12:00,Wednesday,31-50,Male,Elementary school,Owner,2-5yr,Other,Owner,Unknown,No defect,Other,Double carriageway (median),Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Turnover,Pedestrian,Female,18-30,3,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,18,Evening
18:12:00,Wednesday,31-50,Male,Elementary school,Employee,Below 1yr,Lorry (41?100Q),Owner,Unknown,Unknown,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,18,Evening
18:12:00,Wednesday,31-50,Male,Unknown,Unknown,Unknown,Lorry (41?100Q),Owner,2-5yrs,Unknown,Recreational areas,Undivided Two way,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Moving Backward,Driver or rider,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Moving Backward,Slight Injury,18,Evening
18:12:00,Wednesday,18-30,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,Unknown,Unknown,Other,other,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Unknown,Pedestrian,Male,18-30,3,Driver,Normal,"Walking along in carriageway, back to traffic",Overtaking,Slight Injury,18,Evening
7:50:00,Wednesday,18-30,Male,High school,Employee,1-2yr,Stationwagen,Owner,Unknown,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,4,1,Going straight,Passenger,Female,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,7,Morning
7:50:00,Wednesday,18-30,Male,Junior high school,Owner,5-10yr,Lorry (41?100Q),Unknown,Unknown,Unknown,Other,Undivided Two way,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,4,1,Going straight,na,na,na,na,Unknown,Unknown,Not a Pedestrian,Changing lane to the right,Slight Injury,7,Morning
10:16:00,Thursday,Under 18,Male,Junior high school,Employee,1-2yr,Automobile,Owner,Unknown,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,4,1,Reversing,Passenger,Male,Over 51,3,Unknown,Unknown,Not a Pedestrian,Overtaking,Slight Injury,10,Morning
10:16:00,Thursday,Over 51,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Unknown,Unknown,Office areas,One way,Tangent road with flat terrain,Unknown,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,4,1,Reversing,Driver or rider,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Overloading,Slight Injury,10,Morning
23:05:00,Saturday,Over 51,Female,Junior high school,Employee,Below 1yr,Pick up upto 10Q,Owner,Unknown,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,Pedestrian,Female,31-50,3,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Other,Slight Injury,23,Night
0:47:00,Sunday,18-30,Male,Elementary school,Employee,2-5yr,Taxi,Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,0,Night
0:47:00,Sunday,18-30,Male,Junior high school,Employee,5-10yr,Unknown,Governmental,Unknown,Unknown,Other,Double carriageway (median),Tangent road with flat terrain,Unknown,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,0,Night
10:30:00,Monday,18-30,Male,Elementary school,Employee,5-10yr,Automobile,Owner,Unknown,No defect,Office areas,Two-way (divided with solid lines road marking),Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,3,2,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,10,Morning
10:30:00,Monday,18-30,Male,Junior high school,Owner,1-2yr,Unknown,Owner,Unknown,Unknown,Residential areas,other,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,3,2,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,10,Morning
13:01:00,Saturday,18-30,Male,Junior high school,Employee,5-10yr,Long lorry,Governmental,2-5yrs,Unknown,Recreational areas,Undivided Two way,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,3,2,Moving Backward,na,na,na,na,Unknown,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury,13,Afternoon
13:01:00,Saturday,Over 51,Male,Unknown,Other,Unknown,Public (12 seats),Owner,1-2yr,No defect,Other,other,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,3,2,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,13,Afternoon
13:01:00,Saturday,Over 51,Male,High school,Employee,2-5yr,Pick up upto 10Q,Owner,Above 10yr,No defect,Residential areas,other,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,na,na,na,na,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,13,Afternoon
17:41:00,Monday,18-30,Male,Junior high school,Employee,1-2yr,Unknown,Owner,Unknown,No defect,Other,other,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Driver or rider,Male,31-50,3,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury,17,Evening
17:41:00,Monday,31-50,Male,Junior high school,Employee,5-10yr,Other,Owner,Unknown,Unknown,Other,other,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Other,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Unknown,Normal,Not a Pedestrian,No distancing,Slight Injury,17,Evening
17:41:00,Monday,31-50,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,5-10yrs,Unknown,Other,One way,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Other,Vehicle with vehicle collision,2,1,Other,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Moving Backward,Slight Injury,17,Evening
17:41:00,Monday,31-50,Male,Junior high school,Employee,No Licence,Automobile,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,2,Going straight,Driver or rider,Male,18-30,2,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,17,Evening
17:25:00,Friday,31-50,Male,Junior high school,Employee,Above 10yr,Pick up upto 10Q,Owner,2-5yrs,No defect,Other,other,Tangent road with flat terrain,Unknown,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,2,Other,na,na,na,na,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury,17,Evening
17:25:00,Friday,Under 18,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,Unknown,No defect,School areas,Undivided Two way,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,4,Going straight,Driver or rider,Male,31-50,3,Unknown,Normal,Not a Pedestrian,Moving Backward,Fatal injury,17,Evening
17:25:00,Friday,31-50,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,1,4,Reversing,Pedestrian,Male,Over 51,3,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Getting off the vehicle improperly,Fatal injury,17,Evening
17:25:00,Friday,31-50,Male,High school,Employee,2-5yr,Long lorry,Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Earth roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,4,Unknown,na,na,na,na,Driver,Normal,Not a Pedestrian,Overtaking,Fatal injury,17,Evening
17:25:00,Friday,31-50,Male,High school,Owner,2-5yr,Public (> 45 seats),Owner,5-10yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,1,4,Going straight,Driver or rider,Female,18-30,3,Driver,Normal,Not a Pedestrian,Overloading,Fatal injury,17,Evening
11:10:00,Sunday,18-30,Male,Junior high school,Employee,Below 1yr,Public (> 45 seats),Owner,Unknown,No defect,School areas,Unknown,Tangent road with flat terrain,Unknown,Unknown,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,18-30,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,11,Morning
11:10:00,Sunday,18-30,Male,Junior high school,Owner,Above 10yr,Automobile,Governmental,Unknown,No defect,School areas,Undivided Two way,Tangent road with flat terrain,Unknown,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Improper parking,Slight Injury,11,Morning
11:10:00,Sunday,31-50,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Other,Slight Injury,11,Morning
3:15:00,Saturday,18-30,Male,Elementary school,Employee,2-5yr,Automobile,Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Unknown,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,3,Night
3:15:00,Saturday,18-30,Male,Junior high school,Employee,2-5yr,Other,Governmental,Above 10yr,No defect,School areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Driver or rider,Female,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,3,Night
17:00:00,Tuesday,31-50,Male,Unknown,Employee,Above 10yr,Public (12 seats),Owner,1-2yr,No defect,Unknown,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Other,na,na,na,na,Unknown,Unknown,Not a Pedestrian,No priority to pedestrian,Slight Injury,17,Evening
17:00:00,Tuesday,Under 18,Male,Elementary school,Employee,5-10yr,Automobile,Owner,Above 10yr,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Driver or rider,Male,31-50,3,Unknown,Unknown,Not a Pedestrian,Overspeed,Slight Injury,17,Evening
17:10:00,Friday,31-50,Male,Junior high school,Employee,Below 1yr,Stationwagen,Owner,Below 1yr,No defect,Other,Undivided Two way,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Rollover,2,1,Going straight,Driver or rider,Female,18-30,3,Unknown,Unknown,Not a Pedestrian,Changing lane to the left,Slight Injury,17,Evening
17:10:00,Friday,Under 18,Male,Elementary school,Employee,Below 1yr,Automobile,Owner,Above 10yr,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,17,Evening
17:23:00,Tuesday,31-50,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,Unknown,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,17,Evening
17:23:00,Tuesday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,Governmental,1-2yr,No defect,Other,Undivided Two way,Tangent road with flat terrain,Unknown,Gravel roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Reversing,Pedestrian,Female,31-50,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,17,Evening
18:00:00,Sunday,31-50,Male,Junior high school,Owner,5-10yr,Unknown,Owner,1-2yr,No defect,Other,Undivided Two way,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury,18,Evening
23:35:00,Wednesday,31-50,Male,High school,Owner,5-10yr,Unknown,Owner,Unknown,No defect,Industrial areas,Undivided Two way,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,Over 51,3,Driver,Normal,Not a Pedestrian,No distancing,Serious Injury,23,Night
23:35:00,Wednesday,31-50,Male,Junior high school,Employee,5-10yr,Pick up upto 10Q,Owner,Unknown,No defect,Recreational areas,Undivided Two way,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Driver or rider,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Serious Injury,23,Night
14:59:00,Wednesday,Under 18,Male,Junior high school,Employee,2-5yr,Turbo,Owner,Above 10yr,No defect,Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Pedestrian,Male,18-30,3,Employee,Normal,Unknown or other,Other,Slight Injury,14,Afternoon
14:59:00,Wednesday,Under 18,Male,Elementary school,Employee,5-10yr,Pick up upto 10Q,Owner,Unknown,Unknown,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,14,Afternoon
14:59:00,Wednesday,Over 51,Male,Junior high school,Employee,2-5yr,Other,Owner,Unknown,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,14,Afternoon
14:40:00,Saturday,Unknown,Male,Junior high school,Employee,Below 1yr,Stationwagen,Owner,Unknown,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Turnover,Passenger,Male,31-50,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,14,Afternoon
14:40:00,Saturday,18-30,Male,Elementary school,Employee,2-5yr,Pick up upto 10Q,Owner,Unknown,Unknown,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,3,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,14,Afternoon
14:40:00,Saturday,18-30,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,Unknown,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,14,Afternoon
12:48:00,Sunday,31-50,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,Above 10yr,Unknown,Residential areas,Undivided Two way,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,na,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,12,Afternoon
12:48:00,Sunday,18-30,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Above 10yr,Unknown,Office areas,other,Tangent road with mountainous terrain and,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Driver or rider,Female,31-50,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,12,Afternoon
12:48:00,Sunday,18-30,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Above 10yr,No defect,Residential areas,other,Tangent road with flat terrain,Unknown,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,31-50,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury,12,Afternoon
12:48:00,Sunday,18-30,Male,Junior high school,Employee,Unknown,Pick up upto 10Q,Unknown,Unknown,Unknown,School areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Driving at high speed,Serious Injury,12,Afternoon
12:48:00,Sunday,18-30,Male,Junior high school,Owner,5-10yr,Pick up upto 10Q,Owner,Above 10yr,No defect,Office areas,Two-way (divided with broken lines road marking),Sharp reverse curve,Unknown,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Moving Backward,Passenger,Female,18-30,3,Driver,Normal,Not a Pedestrian,No distancing,Serious Injury,12,Afternoon
18:40:00,Friday,18-30,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,5-10yrs,No defect,Other,other,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,na,na,na,na,Unknown,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,18,Evening
